Epoch 1/200
Total loss: 145.0319, Reconstruction loss: 124.7182, KL loss: 203.1365
Total loss: 145.7128, Reconstruction loss: 125.5029, KL loss: 202.1000
Total loss: 156.9276, Reconstruction loss: 136.2957, KL loss: 206.3183
Total loss: 151.5028, Reconstruction loss: 131.4165, KL loss: 200.8631
Total loss: 153.1312, Reconstruction loss: 132.6462, KL loss: 204.8495
Total loss: 145.5887, Reconstruction loss: 125.1399, KL loss: 204.4875
Total loss: 143.6802, Reconstruction loss: 123.3604, KL loss: 203.1981
Total loss: 142.9757, Reconstruction loss: 122.8236, KL loss: 201.5204
Total loss: 144.0116, Reconstruction loss: 123.3194, KL loss: 206.9216
Total loss: 146.5145, Reconstruction loss: 126.0912, KL loss: 204.2327
Total loss: 144.0920, Reconstruction loss: 124.0787, KL loss: 200.1336
Total loss: 148.3169, Reconstruction loss: 127.9064, KL loss: 204.1043
Total loss: 138.9513, Reconstruction loss: 118.3865, KL loss: 205.6480
Total loss: 139.2352, Reconstruction loss: 118.8455, KL loss: 203.8970
Total loss: 139.6349, Reconstruction loss: 118.8429, KL loss: 207.9195
Total loss: 150.6369, Reconstruction loss: 130.0628, KL loss: 205.7405
Total loss: 158.2066, Reconstruction loss: 137.6610, KL loss: 205.4561
Total loss: 147.6811, Reconstruction loss: 127.2950, KL loss: 203.8606
Total loss: 139.3534, Reconstruction loss: 119.1480, KL loss: 202.0532
Total loss: 140.7612, Reconstruction loss: 120.2735, KL loss: 204.8774
Total loss: 137.3849, Reconstruction loss: 117.2291, KL loss: 201.5586
Total loss: 143.5514, Reconstruction loss: 123.3849, KL loss: 201.6655
Total loss: 146.3763, Reconstruction loss: 125.6793, KL loss: 206.9700
Total loss: 144.1984, Reconstruction loss: 123.3399, KL loss: 208.5850
Total loss: 140.3019, Reconstruction loss: 120.0327, KL loss: 202.6921
Total loss: 134.2573, Reconstruction loss: 114.0146, KL loss: 202.4263
Total loss: 138.5981, Reconstruction loss: 117.8998, KL loss: 206.9834
Total loss: 144.4414, Reconstruction loss: 124.1853, KL loss: 202.5607
Total loss: 144.4814, Reconstruction loss: 124.2575, KL loss: 202.2387
Total loss: 142.4067, Reconstruction loss: 121.7122, KL loss: 206.9446
Total loss: 149.5608, Reconstruction loss: 129.2516, KL loss: 203.0920
Total loss: 140.4995, Reconstruction loss: 119.8198, KL loss: 206.7972
Total loss: 131.3044, Reconstruction loss: 110.5144, KL loss: 207.9003
Epoch 26/200
Total loss: 139.3194, Reconstruction loss: 119.1168, KL loss: 202.0259
Total loss: 143.9006, Reconstruction loss: 123.1686, KL loss: 207.3199
Total loss: 143.9555, Reconstruction loss: 123.4045, KL loss: 205.5099
Total loss: 145.1305, Reconstruction loss: 124.9389, KL loss: 201.9161
Total loss: 144.1911, Reconstruction loss: 123.8395, KL loss: 203.5165
Total loss: 140.8287, Reconstruction loss: 120.3921, KL loss: 204.3660
Total loss: 143.9256, Reconstruction loss: 123.8430, KL loss: 200.8260
Total loss: 143.1494, Reconstruction loss: 123.1865, KL loss: 199.6286
Total loss: 148.3619, Reconstruction loss: 128.3568, KL loss: 200.0504
Total loss: 138.0270, Reconstruction loss: 118.0611, KL loss: 199.6599
Total loss: 145.3972, Reconstruction loss: 125.4321, KL loss: 199.6508
Total loss: 143.8834, Reconstruction loss: 123.7535, KL loss: 201.2991
Total loss: 144.5961, Reconstruction loss: 124.1227, KL loss: 204.7348
Total loss: 149.2538, Reconstruction loss: 128.6944, KL loss: 205.5937
Total loss: 150.2133, Reconstruction loss: 129.8757, KL loss: 203.3754
Total loss: 147.9203, Reconstruction loss: 127.5570, KL loss: 203.6332
Total loss: 138.8319, Reconstruction loss: 118.5285, KL loss: 203.0334
Total loss: 143.0056, Reconstruction loss: 122.7660, KL loss: 202.3960
Total loss: 140.6654, Reconstruction loss: 120.1743, KL loss: 204.9103
Total loss: 139.0892, Reconstruction loss: 118.7429, KL loss: 203.4636
Total loss: 145.9337, Reconstruction loss: 125.5790, KL loss: 203.5472
Total loss: 138.9469, Reconstruction loss: 118.4188, KL loss: 205.2814
Total loss: 139.7601, Reconstruction loss: 119.8714, KL loss: 198.8870
Total loss: 144.4197, Reconstruction loss: 124.4512, KL loss: 199.6844
Total loss: 144.8487, Reconstruction loss: 124.7956, KL loss: 200.5308
Total loss: 146.8888, Reconstruction loss: 126.8103, KL loss: 200.7844
Total loss: 140.5860, Reconstruction loss: 120.4133, KL loss: 201.7262
Total loss: 141.0958, Reconstruction loss: 120.7495, KL loss: 203.4632
Total loss: 137.7123, Reconstruction loss: 118.1625, KL loss: 195.4983
Total loss: 156.9331, Reconstruction loss: 136.2810, KL loss: 206.5211
Total loss: 152.1550, Reconstruction loss: 132.3427, KL loss: 198.1228
Total loss: 159.5893, Reconstruction loss: 139.4900, KL loss: 200.9930
Total loss: 150.0352, Reconstruction loss: 130.0419, KL loss: 199.9327
Total loss: 148.3370, Reconstruction loss: 127.9343, KL loss: 204.0271
Total loss: 140.3072, Reconstruction loss: 120.4473, KL loss: 198.5982
Total loss: 152.4405, Reconstruction loss: 132.1780, KL loss: 202.6252
Total loss: 162.2704, Reconstruction loss: 142.0426, KL loss: 202.2775
Total loss: 163.4678, Reconstruction loss: 143.3623, KL loss: 201.0551
Total loss: 148.8355, Reconstruction loss: 128.9198, KL loss: 199.1568
Total loss: 138.0540, Reconstruction loss: 117.6001, KL loss: 204.5394
Total loss: 141.0462, Reconstruction loss: 120.8518, KL loss: 201.9444
Total loss: 152.1628, Reconstruction loss: 132.3645, KL loss: 197.9824
Total loss: 168.2647, Reconstruction loss: 148.0996, KL loss: 201.6512
Total loss: 166.5573, Reconstruction loss: 146.2543, KL loss: 203.0295
Total loss: 159.1335, Reconstruction loss: 139.0027, KL loss: 201.3085
Total loss: 150.1330, Reconstruction loss: 129.6087, KL loss: 205.2422
Total loss: 150.6344, Reconstruction loss: 130.2821, KL loss: 203.5235
Total loss: 151.7260, Reconstruction loss: 131.3634, KL loss: 203.6253
Total loss: 153.5496, Reconstruction loss: 133.2952, KL loss: 202.5449
Total loss: 157.9495, Reconstruction loss: 137.8427, KL loss: 201.0683
Total loss: 160.6496, Reconstruction loss: 140.2264, KL loss: 204.2319
Total loss: 153.1215, Reconstruction loss: 132.9989, KL loss: 201.2256
Total loss: 146.1730, Reconstruction loss: 125.9875, KL loss: 201.8552
Total loss: 148.0731, Reconstruction loss: 127.3417, KL loss: 207.3142
Total loss: 147.8627, Reconstruction loss: 126.9217, KL loss: 209.4097
Total loss: 148.5081, Reconstruction loss: 128.1865, KL loss: 203.2164
Total loss: 144.3007, Reconstruction loss: 124.0215, KL loss: 202.7921
Total loss: 141.9182, Reconstruction loss: 121.1921, KL loss: 207.2612
Total loss: 145.8518, Reconstruction loss: 125.5799, KL loss: 202.7181
Total loss: 144.3015, Reconstruction loss: 124.1025, KL loss: 201.9901
Total loss: 143.6593, Reconstruction loss: 123.0099, KL loss: 206.4933
Total loss: 150.6390, Reconstruction loss: 130.3626, KL loss: 202.7637
Total loss: 142.2936, Reconstruction loss: 121.6482, KL loss: 206.4541
Total loss: 131.6916, Reconstruction loss: 110.9252, KL loss: 207.6632
Epoch 27/200
Total loss: 141.8335, Reconstruction loss: 121.6975, KL loss: 201.3591
Total loss: 141.4904, Reconstruction loss: 120.8149, KL loss: 206.7556
Total loss: 137.5067, Reconstruction loss: 116.9952, KL loss: 205.1149
Total loss: 138.6818, Reconstruction loss: 118.5101, KL loss: 201.7168
Total loss: 141.5053, Reconstruction loss: 121.1868, KL loss: 203.1859
Total loss: 139.8947, Reconstruction loss: 119.4853, KL loss: 204.0938
Total loss: 138.5572, Reconstruction loss: 118.5076, KL loss: 200.4955
Total loss: 136.6845, Reconstruction loss: 116.7599, KL loss: 199.2454
Total loss: 146.5555, Reconstruction loss: 126.5782, KL loss: 199.7732
Total loss: 135.1250, Reconstruction loss: 115.2122, KL loss: 199.1275
Total loss: 147.2586, Reconstruction loss: 127.3719, KL loss: 198.8675
Total loss: 143.5135, Reconstruction loss: 123.4740, KL loss: 200.3943
Total loss: 142.5234, Reconstruction loss: 122.2041, KL loss: 203.1930
Total loss: 142.4412, Reconstruction loss: 122.0287, KL loss: 204.1249
Total loss: 141.6657, Reconstruction loss: 121.4834, KL loss: 201.8235
Total loss: 142.6250, Reconstruction loss: 122.4083, KL loss: 202.1674
Total loss: 139.2101, Reconstruction loss: 119.0443, KL loss: 201.6573
Total loss: 141.3932, Reconstruction loss: 121.2795, KL loss: 201.1374
Total loss: 139.0829, Reconstruction loss: 118.6842, KL loss: 203.9870
Total loss: 134.0143, Reconstruction loss: 113.7499, KL loss: 202.6433
Total loss: 141.0594, Reconstruction loss: 120.7857, KL loss: 202.7370
Total loss: 139.2673, Reconstruction loss: 118.8368, KL loss: 204.3053
Total loss: 138.4901, Reconstruction loss: 118.7063, KL loss: 197.8378
Total loss: 137.1511, Reconstruction loss: 117.3056, KL loss: 198.4552
Total loss: 137.7985, Reconstruction loss: 117.8939, KL loss: 199.0465
Total loss: 141.2689, Reconstruction loss: 121.3586, KL loss: 199.1030
Total loss: 141.8752, Reconstruction loss: 121.8906, KL loss: 199.8461
Total loss: 147.1817, Reconstruction loss: 127.0168, KL loss: 201.6497
Total loss: 135.4156, Reconstruction loss: 116.0640, KL loss: 193.5163
Total loss: 144.5234, Reconstruction loss: 124.0573, KL loss: 204.6611
Total loss: 135.4547, Reconstruction loss: 115.8488, KL loss: 196.0588
Total loss: 145.8330, Reconstruction loss: 125.9551, KL loss: 198.7794
Total loss: 155.2693, Reconstruction loss: 135.4948, KL loss: 197.7445
Total loss: 158.5345, Reconstruction loss: 138.3702, KL loss: 201.6430
Total loss: 144.2833, Reconstruction loss: 124.6654, KL loss: 196.1790
Total loss: 142.9340, Reconstruction loss: 122.9362, KL loss: 199.9777
Total loss: 136.0669, Reconstruction loss: 116.0878, KL loss: 199.7910
Total loss: 147.7759, Reconstruction loss: 127.8982, KL loss: 198.7766
Total loss: 155.3487, Reconstruction loss: 135.6624, KL loss: 196.8631
Total loss: 158.8080, Reconstruction loss: 138.5856, KL loss: 202.2241
Total loss: 154.7106, Reconstruction loss: 134.7565, KL loss: 199.5412
Total loss: 139.5148, Reconstruction loss: 119.9356, KL loss: 195.7926
Total loss: 144.2539, Reconstruction loss: 124.3158, KL loss: 199.3808
Total loss: 148.7913, Reconstruction loss: 128.7259, KL loss: 200.6538
Total loss: 165.1543, Reconstruction loss: 145.2965, KL loss: 198.5778
Total loss: 171.4622, Reconstruction loss: 151.2659, KL loss: 201.9633
Total loss: 171.8980, Reconstruction loss: 151.9121, KL loss: 199.8594
Total loss: 166.3808, Reconstruction loss: 146.4400, KL loss: 199.4085
Total loss: 149.7634, Reconstruction loss: 129.9308, KL loss: 198.3264
Total loss: 146.7987, Reconstruction loss: 127.1338, KL loss: 196.6493
Total loss: 159.5397, Reconstruction loss: 139.5873, KL loss: 199.5241
Total loss: 166.8987, Reconstruction loss: 147.2304, KL loss: 196.6823
Total loss: 169.0510, Reconstruction loss: 149.2783, KL loss: 197.7277
Total loss: 169.5603, Reconstruction loss: 149.2508, KL loss: 203.0954
Total loss: 155.7846, Reconstruction loss: 135.2047, KL loss: 205.7990
Total loss: 140.5795, Reconstruction loss: 120.5286, KL loss: 200.5086
Total loss: 142.7254, Reconstruction loss: 122.6835, KL loss: 200.4184
Total loss: 156.3407, Reconstruction loss: 135.7653, KL loss: 205.7540
Total loss: 174.6483, Reconstruction loss: 154.4851, KL loss: 201.6323
Total loss: 168.1211, Reconstruction loss: 148.0336, KL loss: 200.8757
Total loss: 156.1761, Reconstruction loss: 135.7182, KL loss: 204.5788
Total loss: 153.2300, Reconstruction loss: 133.1659, KL loss: 200.6408
Total loss: 137.1869, Reconstruction loss: 116.7944, KL loss: 203.9251
Total loss: 131.1081, Reconstruction loss: 110.6265, KL loss: 204.8155
Epoch 28/200
Total loss: 155.2686, Reconstruction loss: 135.4158, KL loss: 198.5273
Total loss: 160.8384, Reconstruction loss: 140.3917, KL loss: 204.4667
Total loss: 158.2734, Reconstruction loss: 137.9977, KL loss: 202.7567
Total loss: 152.6923, Reconstruction loss: 132.7480, KL loss: 199.4436
Total loss: 149.2341, Reconstruction loss: 129.1666, KL loss: 200.6750
Total loss: 141.6528, Reconstruction loss: 121.4863, KL loss: 201.6646
Total loss: 139.8026, Reconstruction loss: 120.0027, KL loss: 197.9991
Total loss: 140.9181, Reconstruction loss: 121.2363, KL loss: 196.8183
Total loss: 149.4229, Reconstruction loss: 129.6650, KL loss: 197.5792
Total loss: 141.7942, Reconstruction loss: 122.0716, KL loss: 197.2259
Total loss: 155.3582, Reconstruction loss: 135.6246, KL loss: 197.3362
Total loss: 150.1094, Reconstruction loss: 130.1748, KL loss: 199.3457
Total loss: 145.4454, Reconstruction loss: 125.2068, KL loss: 202.3851
Total loss: 138.7346, Reconstruction loss: 118.3636, KL loss: 203.7102
Total loss: 139.6836, Reconstruction loss: 119.5433, KL loss: 201.4029
Total loss: 140.6963, Reconstruction loss: 120.5464, KL loss: 201.4995
Total loss: 136.2574, Reconstruction loss: 116.1296, KL loss: 201.2772
Total loss: 140.7761, Reconstruction loss: 120.6954, KL loss: 200.8069
Total loss: 140.2527, Reconstruction loss: 119.8623, KL loss: 203.9040
Total loss: 137.6243, Reconstruction loss: 117.3694, KL loss: 202.5493
Total loss: 144.4516, Reconstruction loss: 124.1837, KL loss: 202.6789
Total loss: 135.9684, Reconstruction loss: 115.5689, KL loss: 203.9949
Total loss: 135.9908, Reconstruction loss: 116.1720, KL loss: 198.1885
Total loss: 135.0836, Reconstruction loss: 115.2433, KL loss: 198.4030
Total loss: 134.5949, Reconstruction loss: 114.6420, KL loss: 199.5291
Total loss: 139.4377, Reconstruction loss: 119.5105, KL loss: 199.2726
Total loss: 136.9196, Reconstruction loss: 116.9028, KL loss: 200.1681
Total loss: 139.9518, Reconstruction loss: 119.7410, KL loss: 202.1083
Total loss: 134.3371, Reconstruction loss: 114.9310, KL loss: 194.0611
Total loss: 144.7075, Reconstruction loss: 124.1622, KL loss: 205.4530
Total loss: 136.2979, Reconstruction loss: 116.6299, KL loss: 196.6795
Total loss: 138.4098, Reconstruction loss: 118.4683, KL loss: 199.4145
Total loss: 137.5439, Reconstruction loss: 117.7003, KL loss: 198.4362
Total loss: 144.0568, Reconstruction loss: 123.8148, KL loss: 202.4194
Total loss: 139.8095, Reconstruction loss: 120.1624, KL loss: 196.4710
Total loss: 146.2848, Reconstruction loss: 126.2811, KL loss: 200.0373
Total loss: 143.2174, Reconstruction loss: 123.2477, KL loss: 199.6969
Total loss: 136.7866, Reconstruction loss: 116.9541, KL loss: 198.3244
Total loss: 129.5326, Reconstruction loss: 109.9075, KL loss: 196.2504
Total loss: 130.7248, Reconstruction loss: 110.5523, KL loss: 201.7245
Total loss: 142.4028, Reconstruction loss: 122.5085, KL loss: 198.9437
Total loss: 148.7003, Reconstruction loss: 129.1512, KL loss: 195.4905
Total loss: 159.2179, Reconstruction loss: 139.3067, KL loss: 199.1121
Total loss: 146.7200, Reconstruction loss: 126.6722, KL loss: 200.4780
Total loss: 136.1902, Reconstruction loss: 116.3575, KL loss: 198.3276
Total loss: 140.5675, Reconstruction loss: 120.4046, KL loss: 201.6292
Total loss: 156.4229, Reconstruction loss: 136.4618, KL loss: 199.6114
Total loss: 173.4096, Reconstruction loss: 153.4976, KL loss: 199.1194
Total loss: 167.0646, Reconstruction loss: 147.2919, KL loss: 197.7275
Total loss: 154.0072, Reconstruction loss: 134.4724, KL loss: 195.3474
Total loss: 146.2608, Reconstruction loss: 126.5166, KL loss: 197.4424
Total loss: 141.0384, Reconstruction loss: 121.6106, KL loss: 194.2780
Total loss: 150.6193, Reconstruction loss: 131.1188, KL loss: 195.0054
Total loss: 168.6896, Reconstruction loss: 148.7286, KL loss: 199.6102
Total loss: 175.7702, Reconstruction loss: 155.6259, KL loss: 201.4430
Total loss: 167.9190, Reconstruction loss: 148.3535, KL loss: 195.6551
Total loss: 157.2096, Reconstruction loss: 137.7164, KL loss: 194.9316
Total loss: 141.5744, Reconstruction loss: 121.5784, KL loss: 199.9601
Total loss: 146.8238, Reconstruction loss: 127.2495, KL loss: 195.7427
Total loss: 150.8183, Reconstruction loss: 131.2539, KL loss: 195.6443
Total loss: 165.9453, Reconstruction loss: 145.9080, KL loss: 200.3727
Total loss: 188.9086, Reconstruction loss: 169.1798, KL loss: 197.2879
Total loss: 174.9051, Reconstruction loss: 154.8186, KL loss: 200.8649
Total loss: 157.1607, Reconstruction loss: 136.9599, KL loss: 202.0077
Epoch 29/200
Total loss: 145.5654, Reconstruction loss: 125.8790, KL loss: 196.8644
Total loss: 140.4288, Reconstruction loss: 120.1231, KL loss: 203.0565
Total loss: 146.8928, Reconstruction loss: 126.7171, KL loss: 201.7572
Total loss: 164.1033, Reconstruction loss: 144.2555, KL loss: 198.4782
Total loss: 172.5173, Reconstruction loss: 152.5021, KL loss: 200.1521
Total loss: 166.3531, Reconstruction loss: 146.2899, KL loss: 200.6322
Total loss: 157.5474, Reconstruction loss: 137.8642, KL loss: 196.8327
Total loss: 140.8981, Reconstruction loss: 121.3307, KL loss: 195.6732
Total loss: 144.1742, Reconstruction loss: 124.6176, KL loss: 195.5662
Total loss: 137.5448, Reconstruction loss: 118.0167, KL loss: 195.2810
Total loss: 156.4709, Reconstruction loss: 136.9774, KL loss: 194.9346
Total loss: 166.0000, Reconstruction loss: 146.3173, KL loss: 196.8275
Total loss: 160.6848, Reconstruction loss: 140.7491, KL loss: 199.3572
Total loss: 154.6035, Reconstruction loss: 134.5669, KL loss: 200.3658
Total loss: 151.1332, Reconstruction loss: 131.2538, KL loss: 198.7947
Total loss: 143.4562, Reconstruction loss: 123.5648, KL loss: 198.9149
Total loss: 133.8002, Reconstruction loss: 113.8973, KL loss: 199.0298
Total loss: 143.5461, Reconstruction loss: 123.6236, KL loss: 199.2250
Total loss: 144.8050, Reconstruction loss: 124.5294, KL loss: 202.7555
Total loss: 146.2166, Reconstruction loss: 126.0284, KL loss: 201.8823
Total loss: 148.5342, Reconstruction loss: 128.2878, KL loss: 202.4636
Total loss: 140.1963, Reconstruction loss: 119.8014, KL loss: 203.9487
Total loss: 135.8330, Reconstruction loss: 115.9935, KL loss: 198.3947
Total loss: 132.4772, Reconstruction loss: 112.5859, KL loss: 198.9128
Total loss: 133.7527, Reconstruction loss: 113.7214, KL loss: 200.3137
Total loss: 142.3606, Reconstruction loss: 122.3752, KL loss: 199.8536
Total loss: 139.1603, Reconstruction loss: 119.0403, KL loss: 201.2000
Total loss: 143.8542, Reconstruction loss: 123.5392, KL loss: 203.1501
Total loss: 134.0532, Reconstruction loss: 114.5094, KL loss: 195.4379
Total loss: 142.6996, Reconstruction loss: 122.0721, KL loss: 206.2750
Total loss: 129.7518, Reconstruction loss: 109.9592, KL loss: 197.9262
Total loss: 137.6275, Reconstruction loss: 117.5510, KL loss: 200.7655
Total loss: 138.5934, Reconstruction loss: 118.5987, KL loss: 199.9461
Total loss: 143.4153, Reconstruction loss: 122.9933, KL loss: 204.2199
Total loss: 131.3332, Reconstruction loss: 111.4933, KL loss: 198.3985
Total loss: 135.1541, Reconstruction loss: 114.9276, KL loss: 202.2650
Total loss: 131.3848, Reconstruction loss: 111.1962, KL loss: 201.8859
Total loss: 132.8499, Reconstruction loss: 112.8216, KL loss: 200.2836
Total loss: 130.1191, Reconstruction loss: 110.3140, KL loss: 198.0507
Total loss: 128.0826, Reconstruction loss: 107.7606, KL loss: 203.2194
Total loss: 128.8302, Reconstruction loss: 108.8278, KL loss: 200.0238
Total loss: 125.4930, Reconstruction loss: 105.8609, KL loss: 196.3207
Total loss: 134.7917, Reconstruction loss: 114.8079, KL loss: 199.8376
Total loss: 137.0904, Reconstruction loss: 116.9793, KL loss: 201.1111
Total loss: 136.5390, Reconstruction loss: 116.6378, KL loss: 199.0125
Total loss: 134.5143, Reconstruction loss: 114.2815, KL loss: 202.3275
Total loss: 135.8949, Reconstruction loss: 115.8769, KL loss: 200.1795
Total loss: 139.8360, Reconstruction loss: 119.8215, KL loss: 200.1447
Total loss: 134.8147, Reconstruction loss: 114.9373, KL loss: 198.7738
Total loss: 139.4461, Reconstruction loss: 119.7935, KL loss: 196.5262
Total loss: 148.4865, Reconstruction loss: 128.6104, KL loss: 198.7619
Total loss: 140.0786, Reconstruction loss: 120.5131, KL loss: 195.6555
Total loss: 138.7775, Reconstruction loss: 119.1814, KL loss: 195.9607
Total loss: 139.3951, Reconstruction loss: 119.3465, KL loss: 200.4861
Total loss: 138.2875, Reconstruction loss: 118.1093, KL loss: 201.7820
Total loss: 141.2321, Reconstruction loss: 121.6767, KL loss: 195.5543
Total loss: 145.3112, Reconstruction loss: 125.8167, KL loss: 194.9452
Total loss: 145.1349, Reconstruction loss: 125.1522, KL loss: 199.8263
Total loss: 146.8920, Reconstruction loss: 127.3616, KL loss: 195.3038
Total loss: 143.4084, Reconstruction loss: 123.9340, KL loss: 194.7431
Total loss: 139.2819, Reconstruction loss: 119.3397, KL loss: 199.4222
Total loss: 148.6095, Reconstruction loss: 128.9770, KL loss: 196.3249
Total loss: 147.3980, Reconstruction loss: 127.4394, KL loss: 199.5866
Total loss: 141.2715, Reconstruction loss: 121.2028, KL loss: 200.6876
Epoch 30/200
Total loss: 159.4215, Reconstruction loss: 139.8738, KL loss: 195.4773
Total loss: 154.5994, Reconstruction loss: 134.4949, KL loss: 201.0448
Total loss: 144.1114, Reconstruction loss: 124.1429, KL loss: 199.6852
Total loss: 140.6221, Reconstruction loss: 120.9447, KL loss: 196.7742
Total loss: 139.4023, Reconstruction loss: 119.5283, KL loss: 198.7401
Total loss: 144.7850, Reconstruction loss: 124.7960, KL loss: 199.8897
Total loss: 157.6223, Reconstruction loss: 137.9870, KL loss: 196.3525
Total loss: 162.6575, Reconstruction loss: 143.1513, KL loss: 195.0627
Total loss: 161.9308, Reconstruction loss: 142.4225, KL loss: 195.0826
Total loss: 141.1810, Reconstruction loss: 121.7423, KL loss: 194.3868
Total loss: 141.5769, Reconstruction loss: 122.1974, KL loss: 193.7950
Total loss: 140.3427, Reconstruction loss: 120.7735, KL loss: 195.6922
Total loss: 146.0380, Reconstruction loss: 126.2679, KL loss: 197.7016
Total loss: 167.9876, Reconstruction loss: 148.1586, KL loss: 198.2905
Total loss: 177.4371, Reconstruction loss: 157.7473, KL loss: 196.8981
Total loss: 172.8765, Reconstruction loss: 153.2130, KL loss: 196.6355
Total loss: 149.3229, Reconstruction loss: 129.6517, KL loss: 196.7121
Total loss: 139.6476, Reconstruction loss: 119.9753, KL loss: 196.7234
Total loss: 130.9707, Reconstruction loss: 110.8994, KL loss: 200.7139
Total loss: 131.9842, Reconstruction loss: 111.9610, KL loss: 200.2314
Total loss: 150.0805, Reconstruction loss: 129.9285, KL loss: 201.5197
Total loss: 160.7590, Reconstruction loss: 140.4279, KL loss: 203.3108
Total loss: 165.1461, Reconstruction loss: 145.4106, KL loss: 197.3546
Total loss: 154.9432, Reconstruction loss: 135.1534, KL loss: 197.8986
Total loss: 140.8608, Reconstruction loss: 121.0091, KL loss: 198.5170
Total loss: 137.1681, Reconstruction loss: 117.3270, KL loss: 198.4106
Total loss: 131.2646, Reconstruction loss: 111.2691, KL loss: 199.9558
Total loss: 143.5123, Reconstruction loss: 123.3349, KL loss: 201.7748
Total loss: 142.0525, Reconstruction loss: 122.6552, KL loss: 193.9736
Total loss: 162.2077, Reconstruction loss: 141.7611, KL loss: 204.4655
Total loss: 148.4579, Reconstruction loss: 128.8416, KL loss: 196.1626
Total loss: 144.3887, Reconstruction loss: 124.4985, KL loss: 198.9021
Total loss: 139.0698, Reconstruction loss: 119.2789, KL loss: 197.9088
Total loss: 143.3900, Reconstruction loss: 123.1742, KL loss: 202.1578
Total loss: 132.7607, Reconstruction loss: 113.0718, KL loss: 196.8885
Total loss: 141.0741, Reconstruction loss: 120.9529, KL loss: 201.2120
Total loss: 140.0460, Reconstruction loss: 119.9041, KL loss: 201.4185
Total loss: 139.5955, Reconstruction loss: 119.5685, KL loss: 200.2706
Total loss: 134.3696, Reconstruction loss: 114.5381, KL loss: 198.3146
Total loss: 129.5319, Reconstruction loss: 109.0974, KL loss: 204.3447
Total loss: 128.7348, Reconstruction loss: 108.5934, KL loss: 201.4143
Total loss: 125.8226, Reconstruction loss: 106.0287, KL loss: 197.9392
Total loss: 135.4183, Reconstruction loss: 115.2529, KL loss: 201.6542
Total loss: 133.2255, Reconstruction loss: 112.9457, KL loss: 202.7979
Total loss: 131.1691, Reconstruction loss: 111.0965, KL loss: 200.7259
Total loss: 131.5928, Reconstruction loss: 111.1945, KL loss: 203.9829
Total loss: 136.1861, Reconstruction loss: 116.0143, KL loss: 201.7183
Total loss: 136.1836, Reconstruction loss: 116.0031, KL loss: 201.8054
Total loss: 128.3537, Reconstruction loss: 108.3259, KL loss: 200.2784
Total loss: 126.0104, Reconstruction loss: 106.2067, KL loss: 198.0369
Total loss: 132.6134, Reconstruction loss: 112.5679, KL loss: 200.4552
Total loss: 128.0773, Reconstruction loss: 108.3118, KL loss: 197.6548
Total loss: 136.5345, Reconstruction loss: 116.7087, KL loss: 198.2576
Total loss: 140.5824, Reconstruction loss: 120.2741, KL loss: 203.0836
Total loss: 135.6793, Reconstruction loss: 115.2386, KL loss: 204.4073
Total loss: 129.0410, Reconstruction loss: 109.2752, KL loss: 197.6581
Total loss: 125.6278, Reconstruction loss: 105.8990, KL loss: 197.2877
Total loss: 127.4633, Reconstruction loss: 107.2652, KL loss: 201.9801
Total loss: 135.0169, Reconstruction loss: 115.3087, KL loss: 197.0820
Total loss: 135.9418, Reconstruction loss: 116.3255, KL loss: 196.1633
Total loss: 135.2137, Reconstruction loss: 115.1429, KL loss: 200.7083
Total loss: 140.6574, Reconstruction loss: 120.8914, KL loss: 197.6595
Total loss: 130.6606, Reconstruction loss: 110.5813, KL loss: 200.7934
Total loss: 124.7793, Reconstruction loss: 104.6199, KL loss: 201.5940
Epoch 31/200
Total loss: 138.6606, Reconstruction loss: 119.0827, KL loss: 195.7784
Total loss: 142.9517, Reconstruction loss: 122.8632, KL loss: 200.8853
Total loss: 143.4626, Reconstruction loss: 123.5639, KL loss: 198.9877
Total loss: 140.1547, Reconstruction loss: 120.5469, KL loss: 196.0780
Total loss: 135.7266, Reconstruction loss: 115.9593, KL loss: 197.6734
Total loss: 131.2943, Reconstruction loss: 111.3978, KL loss: 198.9646
Total loss: 132.7917, Reconstruction loss: 113.2153, KL loss: 195.7636
Total loss: 139.3867, Reconstruction loss: 119.9488, KL loss: 194.3789
Total loss: 149.7220, Reconstruction loss: 130.2930, KL loss: 194.2900
Total loss: 143.8032, Reconstruction loss: 124.4236, KL loss: 193.7961
Total loss: 153.1209, Reconstruction loss: 133.8381, KL loss: 192.8279
Total loss: 143.6764, Reconstruction loss: 124.2296, KL loss: 194.4681
Total loss: 140.4967, Reconstruction loss: 120.8619, KL loss: 196.3481
Total loss: 137.1465, Reconstruction loss: 117.4505, KL loss: 196.9600
Total loss: 143.2276, Reconstruction loss: 123.7419, KL loss: 194.8571
Total loss: 150.9944, Reconstruction loss: 131.5798, KL loss: 194.1460
Total loss: 153.1216, Reconstruction loss: 133.7397, KL loss: 193.8194
Total loss: 156.4724, Reconstruction loss: 137.1106, KL loss: 193.6177
Total loss: 151.5093, Reconstruction loss: 131.7722, KL loss: 197.3713
Total loss: 139.2147, Reconstruction loss: 119.5294, KL loss: 196.8526
Total loss: 140.7197, Reconstruction loss: 120.9025, KL loss: 198.1729
Total loss: 133.9306, Reconstruction loss: 113.9104, KL loss: 200.2020
Total loss: 138.4269, Reconstruction loss: 118.9092, KL loss: 195.1765
